id,programming,health,shopping,news,travel
4514,True,False,False,False,False
4515,True,False,False,True,False
4516,False,False,False,True,False
4517,True,False,False,True,False
4518,False,True,True,True,False
4519,False,False,True,True,False
4520,False,True,True,True,False
4521,False,False,False,True,False
4522,False,True,False,True,True
4523,False,True,False,True,False
4524,True,True,False,True,False
4525,False,True,True,True,False
4526,True,True,True,True,True
4527,True,True,False,True,False
4528,True,True,True,False,False
4529,True,False,False,False,True
4530,False,True,False,True,False
4531,True,False,False,False,False
4532,True,True,True,False,False
4533,False,True,False,False,False
4534,False,True,False,True,True
4535,False,True,True,False,False
4536,False,False,False,True,False
4537,False,False,False,True,False
4538,True,False,True,True,False
4539,False,False,False,True,True
4540,True,True,True,True,False
4541,True,True,False,True,False
4542,False,True,False,True,False
4543,False,True,False,True,False
4544,False,False,False,False,False
4545,False,True,False,False,True
4546,False,True,True,True,False
4547,True,True,False,False,False
4548,True,True,True,True,False
4549,False,True,True,True,False
4550,True,False,False,False,True
4551,True,False,True,True,False
4552,False,False,True,True,False
4553,False,True,False,True,True
4554,False,True,False,True,False
4555,True,False,True,True,False
4556,False,True,False,False,False
4557,False,False,False,False,False
4558,True,False,False,False,False
4559,False,True,True,True,False
4560,True,True,True,False,False
4561,False,True,True,True,False
4562,True,False,True,True,False
4563,False,True,True,True,False
4564,False,False,False,True,False
4565,True,False,True,False,True
4566,True,False,True,True,False
4567,False,False,True,True,False
4568,True,True,True,True,False
4569,False,True,False,True,False
4570,False,False,True,True,False
4571,False,True,False,True,True
4572,False,False,False,True,False
4573,False,False,True,False,True
4574,True,True,False,True,False
4575,True,True,True,True,False
4576,False,True,True,True,True
4577,True,True,False,False,False
4578,False,False,False,True,False
4579,True,False,True,False,True
4580,False,False,False,True,False
4581,True,False,False,False,False
4582,False,True,True,True,False
4583,False,True,False,True,False
4584,False,True,False,True,True
4585,True,True,False,False,False
4586,False,True,False,True,False
4587,False,True,True,True,True
4588,True,False,True,True,False
4589,True,False,True,True,False
4590,True,False,False,True,False
4591,True,False,True,False,False
4592,False,False,False,True,True
4593,False,False,False,True,True
4594,False,False,False,True,False
4595,False,True,False,True,False
4596,False,True,True,True,False
4597,True,False,False,True,False
4598,False,True,False,True,False
4599,False,True,False,True,False
4600,False,False,False,True,False
4601,False,True,False,True,False
4602,False,True,True,False,False
4603,False,True,True,True,True
4604,False,True,False,True,False
4605,True,True,True,True,False
4606,False,True,False,True,False
4607,True,False,True,True,False
4608,True,True,True,True,False
4609,False,True,False,True,False
4610,True,False,True,True,False
4611,False,False,True,True,False
4612,False,False,False,False,False
4613,True,False,False,False,False
4614,False,True,False,True,False
4615,True,False,False,True,False
4616,False,True,False,False,False
4617,True,True,False,False,False
4618,True,True,False,True,False
4619,True,True,False,True,False
4620,False,False,False,False,False
4621,True,True,False,False,False
4622,True,True,False,True,False
4623,False,True,True,False,False
4624,False,True,True,False,False
4625,False,False,True,False,False
4626,True,False,False,True,True
4627,True,False,True,True,False
4628,True,False,True,False,False
4629,True,False,True,False,False
4630,True,False,False,True,False
4631,False,False,True,True,False
4632,False,False,False,False,False
4633,False,True,True,True,False
4634,True,False,True,False,False
4635,True,False,False,True,False
4636,True,True,False,True,False
4637,False,False,False,True,False
4638,False,True,False,True,False
4639,False,True,False,False,False
4640,False,True,False,True,True
4641,False,False,True,True,False
4642,True,True,True,True,True
4643,False,True,False,False,True
4644,False,True,True,True,False
4645,False,True,False,True,False
4646,False,True,False,True,False
4647,True,True,False,True,False
4648,False,False,False,True,True
4649,False,False,False,True,True
4650,True,False,False,True,False
4651,True,True,False,True,True
4652,False,True,False,True,False
4653,False,False,True,False,True
4654,True,False,False,True,False
4655,True,False,True,True,False
4656,False,True,False,True,False
4657,True,False,True,False,False
4658,False,True,True,False,False
4659,False,True,False,True,False
4660,True,True,True,False,False
4661,False,False,True,True,False
4662,False,True,True,False,False
4663,False,True,True,True,False
4664,False,True,False,False,False
4665,False,True,False,True,False
4666,False,False,True,False,True
4667,False,False,False,True,False
4668,False,True,True,False,False
4669,True,False,True,True,True
4670,False,True,True,True,False
4671,False,True,False,True,False
4672,True,False,True,True,False
4673,True,True,True,True,True
4674,True,False,False,True,False
4675,False,False,False,True,False
4676,False,True,True,True,False
4677,False,True,False,True,False
4678,False,False,True,True,False
4679,True,False,True,False,True
4680,True,True,False,True,True
4681,False,True,False,True,True
4682,False,True,False,False,False
4683,True,True,False,True,False
4684,False,True,False,True,False
4685,False,True,True,True,False
4686,False,True,False,False,True
4687,True,False,True,True,False
4688,False,True,True,True,False
4689,True,True,True,True,False
4690,False,True,False,True,True
4691,False,False,True,False,False
4692,True,False,False,True,False
4693,True,False,False,True,False
4694,True,False,False,False,False
4695,False,True,False,True,False
4696,False,True,True,False,True
4697,True,False,False,True,False
4698,True,True,True,True,False
4699,False,False,False,True,False
4700,True,False,False,True,False
4701,False,True,False,True,False
4702,False,False,False,True,False
4703,False,False,False,False,False
4704,True,False,False,False,False
4705,False,False,False,False,False
4706,True,False,True,True,True
4707,False,True,False,True,False
4708,False,False,True,True,False
4709,False,False,True,True,False
4710,True,True,False,False,True
4711,False,True,True,False,False
4712,True,True,True,True,True
4713,True,True,True,True,False
4714,False,True,True,True,False
4715,True,True,False,True,False
4716,False,False,False,True,True
4717,False,False,False,True,False
4718,True,True,False,True,True
4719,False,False,False,True,False
4720,False,False,False,True,False
4721,False,True,False,True,False
4722,True,False,True,True,True
4723,True,True,False,True,False
4724,True,True,True,False,False
4725,False,True,False,True,False
4726,False,True,False,True,False
4727,False,True,False,True,False
4728,False,False,False,False,False
4729,True,True,True,False,True
4730,True,False,False,False,False
4731,False,False,True,True,False
4732,True,True,False,True,False
4733,True,True,True,True,False
4734,False,True,False,True,True
4735,False,True,False,True,False
4736,False,False,False,True,False
4737,False,True,False,False,False
4738,True,False,True,True,False
4739,False,True,False,True,True
4740,False,True,False,True,False
4741,False,True,False,True,False
4742,False,True,True,False,False
4743,False,False,True,True,True
4744,False,True,False,True,True
4745,False,False,False,True,False
4746,True,True,True,True,True
4747,False,True,True,False,False
4748,False,True,True,False,True
4749,True,False,True,False,True
4750,False,True,True,True,False
4751,True,True,False,True,False
4752,False,True,False,True,False
4753,False,False,True,False,True
4754,False,True,False,False,False
4755,True,False,True,True,False
4756,False,False,False,False,False
4757,True,True,True,True,False
4758,False,False,True,True,True
4759,False,True,True,False,False
4760,False,False,False,True,False
4761,True,False,True,False,False
4762,False,False,True,True,False
4763,True,False,False,False,False
4764,True,False,False,True,False
4765,True,True,True,True,True
4766,False,False,True,True,True
4767,False,False,True,False,False
4768,True,True,False,True,False
4769,True,True,True,False,False
4770,False,True,True,True,True
4771,True,True,False,False,False
4772,True,False,False,False,True
4773,False,True,True,True,False
4774,False,False,False,True,False
4775,False,True,True,True,True
4776,False,False,True,True,False
4777,False,False,True,False,False
4778,True,True,False,True,False
4779,False,False,False,True,False
4780,True,False,False,True,False
4781,False,True,True,False,False
4782,False,True,False,True,False
4783,False,True,True,True,False
4784,False,False,True,True,False
4785,False,False,False,True,True
4786,False,True,True,True,False
4787,False,False,True,False,False
4788,False,True,True,True,True
4789,False,False,True,True,True
4790,False,False,False,False,False
4791,False,False,False,True,False
4792,False,True,False,True,False
4793,True,True,False,True,False
4794,False,False,False,True,True
4795,False,False,True,True,True
4796,False,False,False,True,False
4797,False,True,False,True,False
4798,False,False,False,False,False
4799,False,True,True,True,False
4800,False,True,False,False,False
4801,True,False,False,True,False
4802,False,True,False,True,True
4803,False,True,False,True,False
4804,True,False,False,False,False
4805,False,False,True,False,True
4806,False,False,True,True,False
4807,False,True,True,True,False
4808,False,True,False,True,False
4809,True,False,False,False,False
4810,True,False,False,True,False
4811,False,True,True,True,False
4812,True,True,False,True,False
4813,False,False,True,True,False
4814,False,False,True,True,False
4815,False,False,True,False,False
4816,True,True,False,True,False
4817,True,False,True,False,False
4818,True,True,True,True,False
4819,False,True,True,True,True
4820,False,True,True,False,False
4821,False,False,True,True,True
4822,False,True,True,True,False
4823,True,False,False,True,False
4824,True,False,True,False,False
4825,True,False,True,False,False
4826,True,True,True,True,False
4827,True,False,True,True,False
4828,False,True,False,True,False
4829,True,False,False,True,False
4830,False,False,False,False,False
4831,True,True,False,True,False
4832,False,True,False,True,False
4833,False,False,False,True,True
4834,False,True,False,True,False
4835,False,True,False,True,True
4836,True,True,False,True,False
4837,False,False,False,False,False
4838,True,True,False,True,False
4839,False,True,False,False,False
4840,False,False,False,True,False
4841,False,True,False,False,False
4842,False,False,False,True,True
4843,True,True,True,False,False
4844,False,False,True,False,False
4845,False,True,False,True,False
4846,True,True,False,False,False
4847,False,True,False,True,False
4848,False,False,True,False,True
4849,False,False,False,False,False
4850,True,False,False,True,False
4851,False,True,False,True,False
4852,True,True,False,False,False
4853,True,False,False,True,False
4854,True,False,False,True,False
4855,False,True,False,False,True
4856,False,True,True,False,False
4857,True,False,True,True,False
4858,False,True,False,False,False
4859,True,False,False,True,False
4860,True,False,False,False,False
4861,True,True,False,False,False
4862,False,True,False,True,False
4863,False,True,True,False,False
4864,False,True,True,True,False
4865,False,True,False,False,False
4866,False,False,False,False,True
4867,False,False,False,True,True
4868,False,True,True,True,False
4869,True,True,True,True,False
4870,True,False,False,True,False
4871,True,False,True,True,False
4872,True,False,False,False,False
4873,False,False,False,True,False
4874,True,False,True,False,False
4875,False,True,True,True,False
4876,False,False,False,False,False
4877,False,False,False,True,False
4878,False,True,False,False,False
4879,True,False,True,False,False
4880,True,True,False,True,True
4881,True,True,True,True,False
4882,True,False,False,True,True
4883,False,False,False,True,True
4884,False,True,False,True,False
4885,True,False,True,True,False
4886,True,True,False,False,False
4887,True,False,True,True,False
4888,False,True,False,True,False
4889,True,True,False,True,True
4890,False,True,False,True,False
4891,True,False,False,True,False
4892,True,False,False,False,False
4893,True,False,True,False,False
4894,False,True,True,True,False
4895,False,False,True,False,False
4896,False,True,True,False,False
4897,True,False,False,True,False
4898,True,True,True,True,False
4899,True,True,True,True,False
4900,True,True,True,True,True
4901,True,True,True,False,False
4902,False,True,False,False,False
4903,False,True,True,True,False
4904,False,True,False,False,False
4905,False,True,False,True,False
4906,True,True,True,False,True
4907,True,True,False,True,False
4908,False,False,True,True,False
4909,False,False,True,True,True
4910,False,True,True,True,False
4911,False,False,True,False,False
4912,False,True,True,True,False
4913,False,True,False,True,False
4914,False,True,True,True,False
4915,False,True,True,True,False
4916,False,False,False,True,False
4917,True,False,False,True,False
4918,False,False,False,True,False
4919,True,True,False,True,False
4920,True,True,True,True,False
4921,False,False,True,True,False
4922,False,False,False,True,True
4923,False,False,False,False,False
4924,False,False,False,True,False
4925,False,True,False,True,False
4926,True,False,True,True,False
4927,False,False,False,True,False
4928,False,False,True,True,False
4929,False,True,True,True,True
4930,False,True,True,False,False
4931,False,True,True,False,False
4932,False,True,False,True,True
4933,True,True,False,True,False
4934,False,True,False,False,False
4935,True,False,False,False,False
4936,False,True,True,False,False
4937,True,True,False,True,False
4938,False,False,True,True,False
4939,False,True,False,True,False
4940,False,True,True,True,True
4941,False,False,False,False,False
4942,False,True,True,True,False
4943,True,False,False,True,False
4944,True,True,False,False,True
4945,False,True,False,True,False
4946,False,False,False,True,False
4947,False,False,True,True,True
4948,False,True,False,False,True
4949,False,False,False,True,False
4950,False,True,False,True,False
4951,True,False,True,True,False
4952,False,True,False,False,True
4953,False,False,False,True,False
4954,True,False,False,True,False
4955,True,False,True,False,False
4956,True,False,False,True,True
4957,False,True,False,True,False
4958,False,True,False,True,True
4959,False,True,True,True,False
4960,True,True,False,True,False
4961,True,False,False,True,False
4962,True,False,False,True,False
4963,False,True,True,True,False
4964,True,False,False,True,False
4965,True,False,False,True,True
4966,False,True,True,True,False
4967,False,True,True,False,False
4968,False,True,False,True,False
4969,False,False,False,True,False
4970,False,True,False,True,False
4971,False,True,False,True,False
4972,True,True,False,True,False
4973,False,True,False,True,False
4974,False,False,False,False,False
4975,False,True,False,False,False
4976,True,False,True,True,True
4977,False,False,False,False,False
4978,False,True,True,True,True
4979,True,False,False,False,False
4980,False,False,True,True,False
4981,True,True,True,True,False
4982,False,True,True,False,True
4983,True,True,False,False,False
4984,False,False,True,False,False
4985,True,True,False,True,False
4986,False,True,True,True,False
4987,True,False,False,False,True
4988,False,True,False,False,False
4989,True,False,True,True,False
4990,False,True,True,True,False
4991,True,False,False,True,False
4992,True,False,True,False,False
4993,False,True,True,True,False
4994,False,False,True,True,False
4995,False,False,False,False,False
4996,False,True,True,False,True
4997,False,False,True,True,False
4998,False,True,False,False,True
4999,False,True,False,True,True
5000,False,True,True,True,False
5001,True,True,False,True,False
5002,False,False,False,True,False
5003,False,True,False,True,False
5004,False,True,True,False,False
5005,False,True,False,True,False
5006,True,False,True,True,False
5007,False,True,False,True,False
5008,True,False,False,False,True
5009,False,True,False,False,True
5010,True,True,True,False,False
5011,False,False,True,False,True
5012,False,True,False,True,False
5013,False,False,False,True,False
5014,True,True,True,False,False
5015,True,False,False,True,False
5016,True,False,True,True,False
5017,True,False,True,True,False
5018,False,True,False,True,False
5019,True,False,False,False,False
5020,True,True,False,True,True
5021,True,False,False,True,False
5022,False,True,False,True,False
5023,True,True,False,True,False
5024,False,False,False,True,False
5025,False,False,False,True,False
5026,False,True,False,True,True
5027,False,True,True,True,False
5028,True,True,True,True,True
5029,False,True,True,True,False
5030,False,False,True,True,True
5031,False,True,True,True,True
5032,False,True,True,True,False
5033,True,False,False,True,False
5034,True,False,True,True,False
5035,True,True,False,True,False
5036,False,True,True,True,False
5037,False,False,False,False,False
5038,False,False,True,False,False
5039,False,False,False,False,False
5040,True,True,False,True,False
5041,False,True,False,False,False
5042,True,True,False,True,False
5043,False,True,False,True,False
5044,True,True,True,True,False
5045,True,True,False,True,False
5046,False,True,False,True,False
5047,True,False,False,True,False
5048,False,True,False,True,True
5049,True,True,False,True,False
5050,False,False,False,True,False
5051,True,False,False,False,True
5052,True,True,True,False,False
5053,True,False,False,True,False
5054,False,False,False,False,False
5055,True,True,False,True,False
5056,True,False,False,True,False
5057,False,True,False,True,False
5058,True,False,False,False,False
5059,False,False,False,True,False
5060,False,True,False,True,False
5061,True,True,False,False,True
5062,False,True,True,False,False
5063,True,False,False,True,False
5064,True,False,False,True,False
5065,True,True,False,True,False
5066,True,False,False,True,False
5067,False,True,False,False,False
5068,False,False,False,False,False
5069,False,True,False,True,False
5070,False,False,False,True,False
5071,True,False,False,True,False
5072,True,True,False,True,False
5073,False,True,False,True,False
5074,True,False,True,True,False
5075,False,True,True,True,True
5076,False,False,True,True,False
5077,False,True,False,True,False
5078,False,False,False,True,False
5079,False,False,False,True,False
5080,False,True,True,True,False
5081,False,True,True,True,False
5082,False,False,True,True,False
5083,True,False,True,True,False
5084,False,True,False,False,True
5085,True,False,True,True,False
5086,True,False,False,True,False
5087,False,True,False,True,False
5088,True,False,True,True,False
5089,False,True,False,True,False
5090,False,True,True,True,False
5091,True,True,False,False,False
5092,False,False,False,True,False
5093,True,False,False,False,False
5094,False,True,False,True,True
5095,False,False,True,True,True
5096,False,True,True,True,True
5097,False,True,False,False,False
5098,False,True,False,False,True
5099,False,True,True,True,False
5100,False,False,False,True,False
5101,True,False,False,True,False
5102,False,False,True,True,False
5103,True,True,False,True,False
5104,False,True,True,True,False
5105,False,False,False,False,False
5106,True,False,False,True,False
5107,False,True,False,True,False
5108,False,True,False,False,False
5109,False,True,True,True,False
5110,True,False,False,True,False
5111,False,False,False,True,False
5112,True,True,True,True,False
5113,True,False,False,False,False
5114,True,True,True,False,True
5115,False,True,False,True,False
5116,False,False,True,True,False
5117,False,True,True,True,False
5118,False,False,False,True,False
5119,False,False,False,True,False
5120,False,False,False,True,False
5121,True,False,False,True,False
5122,True,True,False,True,False
5123,True,True,False,False,True
5124,True,False,True,True,False
5125,True,False,True,True,False
5126,False,False,False,True,True
5127,True,True,False,True,False
5128,False,True,True,False,False
5129,False,True,False,True,True
5130,True,False,False,True,True
5131,False,True,True,True,False
5132,False,False,False,True,False
5133,False,False,False,True,True
5134,False,True,False,True,True
5135,True,False,False,True,False
5136,True,True,False,True,False
5137,False,True,False,True,False
5138,False,True,False,True,False
5139,True,False,True,True,False
5140,True,True,True,True,False
5141,False,True,False,True,True
5142,False,True,False,False,False
5143,True,True,False,False,False
5144,True,True,False,False,False
5145,False,False,True,False,False
5146,False,True,False,True,False
5147,False,False,True,False,False
5148,True,True,False,True,False
5149,False,True,False,False,False
5150,False,False,True,True,False
5151,False,False,False,True,False
5152,False,False,False,True,False
5153,True,False,False,False,False
5154,False,False,True,True,False
5155,True,False,False,True,False
5156,False,False,True,True,False
5157,True,True,False,False,False
5158,False,False,True,True,False
5159,False,True,True,True,False
5160,False,True,False,False,False
5161,False,False,False,False,False
5162,False,True,False,True,False
5163,True,False,False,True,True
5164,False,False,True,True,False
5165,True,True,False,False,False
5166,False,False,True,True,False
5167,False,False,True,True,True
5168,False,False,False,True,False
5169,False,True,True,True,True
5170,False,True,False,True,False
5171,False,True,False,True,False
5172,False,True,True,True,False
5173,False,True,False,True,True
5174,False,False,False,True,False
5175,False,False,False,True,False
5176,False,False,True,True,False
5177,True,True,True,True,False
5178,False,False,True,True,False
5179,True,False,False,True,False
5180,True,True,False,True,False
5181,True,False,True,True,True
5182,True,False,False,True,False
5183,False,True,False,True,False
5184,True,True,False,True,False
5185,False,False,True,True,False
5186,True,False,False,False,True
5187,False,True,True,False,False
5188,False,True,False,True,False
5189,True,False,False,True,True
5190,True,False,False,False,False
5191,True,False,False,False,True
5192,True,True,True,True,True
5193,False,True,False,True,False
5194,True,True,False,False,False
5195,False,True,False,False,False
5196,False,False,True,False,False
5197,False,True,True,True,False
5198,True,False,False,False,False
5199,False,True,True,True,True
5200,True,True,False,True,True
5201,False,False,False,False,False
5202,False,True,False,False,False
5203,True,False,True,True,True
5204,False,False,False,False,True
5205,False,True,True,True,False
5206,True,True,True,True,False
5207,True,False,True,False,False
5208,True,True,False,False,True
5209,True,False,True,True,False
5210,False,True,False,False,False
5211,False,False,False,False,False
5212,False,False,True,True,False
5213,True,False,True,False,True
5214,False,False,False,True,False
5215,True,True,False,True,False
5216,True,True,False,True,False
5217,True,True,False,True,False
5218,True,False,False,False,False
5219,False,True,False,True,False
5220,False,True,True,True,False
5221,False,False,False,True,True
5222,False,True,True,True,False
5223,True,True,True,False,False
5224,True,False,False,True,False
5225,False,False,False,True,False
5226,False,True,True,False,True
5227,False,True,False,True,False
5228,False,False,True,True,False
5229,True,True,False,True,False
5230,False,False,True,True,False
5231,False,False,True,True,False
5232,False,True,True,True,False
5233,False,True,True,False,False
5234,False,False,False,True,False
5235,True,True,False,False,False
5236,False,True,False,True,False
5237,False,False,False,True,False
5238,False,True,False,True,True
5239,False,True,True,True,False
5240,False,False,False,True,False
5241,True,False,True,True,False
5242,True,True,False,True,False
5243,True,True,False,False,False
5244,False,True,True,False,False
5245,False,True,True,True,False
5246,False,False,False,True,False
5247,False,False,False,False,False
5248,False,True,False,False,False
5249,True,False,False,True,True
5250,True,True,False,True,True
5251,False,False,False,True,False
5252,True,True,False,True,False
5253,False,False,False,True,False
5254,False,True,False,True,False
5255,True,True,False,True,False
5256,False,True,False,True,True
5257,False,True,True,True,False
5258,False,True,False,False,True
5259,False,True,False,True,False
5260,True,True,False,True,False
5261,False,True,False,True,False
5262,True,False,True,False,False
5263,True,False,False,True,False
5264,False,False,True,True,True
5265,False,True,False,False,False
5266,False,True,True,True,True
5267,False,False,False,False,False
5268,True,False,False,True,False
5269,False,True,True,False,False
5270,False,True,False,True,False
5271,False,True,True,True,True
5272,False,False,False,True,False
5273,False,False,False,False,False
5274,False,True,False,False,False
5275,False,True,True,True,False
5276,True,True,True,True,False
5277,False,True,False,False,False
5278,False,True,False,True,False
5279,False,True,False,True,False
5280,False,False,False,False,False
5281,False,False,True,True,False
5282,False,True,False,True,False
5283,True,False,True,True,False
5284,True,False,True,True,True
5285,False,False,True,True,False
5286,True,False,False,True,False
5287,False,False,False,True,False
5288,False,True,True,True,False
5289,True,False,True,False,False
5290,False,True,True,False,False
5291,False,True,False,False,False
5292,True,False,True,False,False
5293,False,True,False,True,False
5294,False,True,True,True,False
5295,False,True,True,True,False
5296,False,True,False,False,False
5297,False,False,True,False,False
5298,False,False,True,True,False
5299,True,False,False,True,False
5300,True,False,True,True,False
5301,False,False,False,False,False
5302,True,True,True,True,False
5303,True,False,True,False,False
5304,True,False,False,True,False
5305,False,False,False,True,False
5306,True,False,True,True,False
5307,False,False,True,True,False
5308,False,True,False,True,True
5309,False,False,False,False,True
5310,True,False,True,True,False
5311,False,False,False,True,False
5312,True,False,True,True,False
5313,True,False,False,True,False
5314,True,True,True,True,False
5315,False,False,True,True,False
5316,True,True,True,False,False
5317,False,True,False,False,False
5318,False,False,True,True,False
5319,False,True,True,True,False
5320,True,False,False,True,False
5321,True,True,False,False,False
5322,False,True,False,True,False
5323,False,False,False,True,False
5324,False,False,False,True,False
5325,False,True,True,True,True
5326,True,True,True,True,False
5327,False,True,True,True,False
5328,False,False,True,True,True
5329,False,True,False,True,False
5330,False,False,False,True,False
5331,False,True,True,True,False
5332,False,True,False,False,False
5333,False,False,False,True,False
5334,False,False,True,False,False
5335,False,False,True,True,False
5336,False,False,True,True,False
5337,False,True,False,False,False
5338,False,False,True,False,False
5339,False,False,True,True,False
5340,False,False,True,False,False
5341,True,True,True,True,False
5342,False,True,False,True,False
5343,False,False,True,True,False
5344,False,True,True,True,False
5345,True,False,True,True,False
5346,True,False,False,True,False
5347,True,False,False,True,False
5348,False,True,False,True,False
5349,True,False,False,False,False
5350,True,True,False,True,True
5351,False,True,True,True,False
5352,True,True,False,False,True
5353,True,True,False,True,False
5354,False,False,True,True,False
5355,True,True,True,True,False
5356,False,True,True,True,False
5357,False,False,True,True,False
5358,False,False,True,True,False
5359,False,True,False,True,False
5360,True,True,True,True,False
5361,False,False,False,False,True
5362,False,True,False,True,False
5363,False,True,False,True,False
5364,False,False,True,True,True
5365,True,False,True,False,False
5366,False,False,False,True,False
5367,True,False,True,False,False
5368,True,True,True,True,False
5369,True,False,True,True,False
5370,False,False,False,True,False
5371,False,True,True,True,False
5372,False,False,True,False,False
5373,True,True,True,True,False
5374,False,True,False,True,False
5375,False,True,False,True,False
5376,False,True,False,True,False
5377,False,True,False,True,False
5378,False,True,False,True,False
5379,True,True,False,True,True
5380,False,True,True,False,False
5381,True,True,True,True,False
5382,False,False,False,False,False
5383,False,False,True,True,False
5384,True,True,False,True,False
5385,True,False,True,False,False
5386,False,True,True,True,False
5387,False,True,False,False,False
5388,False,False,True,True,False
5389,True,False,True,True,False
5390,False,True,True,False,False
5391,False,False,False,False,False
5392,False,True,False,True,False
5393,False,True,False,True,True
5394,False,False,True,True,False
5395,False,False,False,True,False
5396,True,True,True,True,False
5397,False,True,False,True,True
5398,False,False,False,True,False
5399,False,False,True,True,True
5400,False,False,True,True,False
5401,False,False,False,False,False
5402,True,True,False,True,True
5403,True,False,False,True,True
5404,False,True,True,True,False
5405,True,True,False,True,False
5406,False,True,False,True,False
5407,False,True,True,False,False
5408,False,False,True,True,False
5409,False,True,False,True,False
5410,False,False,True,False,False
5411,True,False,True,True,False
5412,False,False,False,False,True
5413,True,False,False,False,False
5414,False,False,False,False,True
5415,False,True,True,True,False
5416,False,False,False,True,True
5417,False,False,False,True,False
5418,True,False,False,True,False
5419,False,False,False,True,True
5420,True,True,True,True,False
5421,False,True,False,True,False
5422,True,True,False,False,False
5423,True,False,True,True,False
5424,False,False,False,True,False
5425,False,False,False,True,True
5426,True,True,False,True,True
5427,False,True,True,True,False
5428,False,False,False,True,False
5429,True,False,True,True,False
5430,True,True,False,True,False
5431,False,False,True,True,False
5432,False,True,False,True,False
5433,False,False,True,True,False
5434,False,True,False,False,False
5435,True,False,False,True,False
5436,True,True,False,False,False
5437,True,False,False,True,False
5438,False,True,False,True,True
5439,True,True,False,True,False
5440,False,True,True,True,True
5441,False,True,True,True,False
5442,False,True,False,False,False
5443,True,True,True,True,False
5444,False,False,False,True,False
5445,True,True,False,False,False
5446,False,False,False,True,False
5447,True,True,False,True,False
5448,False,True,False,True,True
5449,False,True,True,True,True
5450,False,False,False,True,False
5451,False,False,False,True,False
5452,True,False,True,True,False
5453,False,True,True,True,False
5454,True,True,False,True,True
5455,False,False,True,True,False
5456,False,True,False,False,True
5457,False,True,False,True,False
5458,True,True,True,True,False
5459,True,True,False,False,False
5460,True,False,False,True,False
5461,False,False,True,False,False
5462,False,False,False,True,False
5463,True,False,False,True,False
5464,True,True,False,True,True
5465,False,True,True,True,False
5466,False,True,True,True,True
5467,False,False,True,True,False
5468,False,False,False,False,False
5469,True,False,False,True,False
5470,False,True,True,True,False
5471,True,True,False,True,True
5472,True,True,False,False,False
5473,True,False,False,False,False
5474,True,True,False,True,True
5475,True,False,True,True,False
5476,False,True,False,False,False
5477,True,True,True,False,False
5478,False,True,False,False,False
5479,True,False,False,True,True
5480,False,True,False,True,True
5481,True,True,True,False,False
5482,True,True,True,False,False
5483,True,True,False,False,False
5484,False,True,False,True,False
5485,True,True,False,False,False
5486,True,False,False,True,True
5487,False,True,False,True,False
5488,True,False,False,False,True
5489,False,False,False,True,True
5490,True,False,False,True,False
5491,False,True,True,True,False
5492,False,False,False,True,True
5493,False,True,False,True,False
5494,False,True,False,True,False
5495,True,False,False,True,False
5496,True,False,False,True,False
5497,True,False,True,True,False
5498,False,True,False,True,False
5499,False,True,False,True,True
5500,False,False,False,False,False
5501,True,False,False,False,False
5502,False,True,False,False,False
5503,True,True,False,True,False
5504,False,True,False,True,True
5505,False,True,True,True,False
5506,True,True,False,True,False
5507,True,True,False,True,False
5508,False,True,False,False,False
5509,False,True,True,True,False
5510,False,True,True,True,False
5511,False,True,False,False,True
5512,False,True,True,True,False
5513,False,True,False,False,False
5514,False,False,False,True,False
5515,False,False,True,True,False
5516,False,True,True,False,False
5517,False,True,True,True,False
5518,True,False,False,True,False
5519,True,True,False,True,True
5520,False,True,False,True,False
5521,False,False,False,True,True
5522,False,True,True,True,False
5523,False,True,False,True,True
5524,False,True,False,False,False
5525,True,True,False,True,True
5526,True,False,True,True,False
5527,False,False,True,False,False
5528,False,False,True,True,True
5529,True,False,True,True,False
5530,False,True,True,True,False
5531,False,False,False,True,False
5532,False,True,False,False,False
5533,False,False,True,False,False
5534,False,True,True,True,False
5535,False,True,False,True,False
5536,False,True,False,False,False
5537,False,True,False,True,True
5538,False,True,True,True,False
5539,True,True,False,True,True
5540,True,True,True,True,False
5541,True,True,True,True,False
5542,True,True,False,False,False
5543,False,False,False,False,False
5544,False,False,False,False,True
5545,False,False,False,True,False
5546,False,False,False,True,False
5547,True,False,False,True,False
5548,True,False,True,True,False
5549,False,True,False,True,False
5550,False,True,False,True,False
5551,False,False,False,True,False
5552,False,False,False,False,True
5553,True,False,True,True,True
5554,False,False,True,True,False
5555,True,True,True,True,False
5556,True,False,True,True,False
5557,True,True,True,True,False
5558,True,False,False,False,False
5559,False,False,True,True,False
5560,False,False,False,False,False
5561,False,True,False,True,False
5562,True,True,True,False,False
5563,True,False,False,True,False
5564,True,True,False,True,False
5565,False,True,True,False,False
5566,True,True,True,True,False
5567,False,True,False,False,False
5568,False,True,True,False,True
5569,False,False,True,False,False
5570,False,True,False,False,False
5571,True,False,False,True,False
5572,True,True,False,True,False
5573,True,True,True,True,False
5574,False,True,False,True,False
5575,True,True,True,False,False
5576,False,True,True,True,False
5577,False,False,True,True,True
5578,False,False,False,True,False
5579,False,False,True,True,False
5580,False,True,False,False,False
5581,False,False,False,True,False
5582,True,True,False,False,False
5583,False,True,True,True,False
5584,False,True,True,True,False
5585,False,True,False,True,False
5586,False,False,False,True,False
5587,False,True,False,True,False
5588,False,False,False,True,False
