id,job,gender,hhi,age,region,survived
5628,construction,male,48000,24,southeast,True
5629,construction,male,81000,25,midwest,False
5630,law,male,96000,34,central,False
5631,unemployed,male,125000,23,northeast,False
5632,engineer,female,119000,34,northeast,False
5633,engineer,female,68000,47,central,False
5634,law,female,100000,43,northeast,False
5635,engineer,male,30000,27,southeast,True
5636,health,female,38000,33,northwest,False
5637,unemployed,female,54000,42,northwest,True
5638,health,male,44000,43,southeast,False
5639,health,male,89000,29,northwest,False
5640,engineer,male,60000,22,midwest,False
5641,unemployed,male,120000,46,midwest,False
5642,law,male,89000,27,central,False
5643,law,female,65000,45,northeast,False
5644,construction,female,59000,25,southwest,True
5645,law,female,130000,40,northwest,False
5646,unemployed,female,48000,45,central,False
5647,construction,female,65000,24,midwest,False
5648,construction,male,66000,44,central,True
5649,health,male,88000,44,northeast,True
5650,engineer,male,98000,33,southeast,False
5651,health,male,38000,43,northwest,True
5652,construction,female,90000,45,central,True
5653,engineer,female,108000,26,southwest,False
5654,unemployed,male,85000,46,southwest,False
5655,construction,male,43000,44,northeast,False
5656,engineer,male,70000,21,midwest,False
5657,engineer,male,57000,49,southwest,True
5658,construction,female,90000,42,southwest,False
5659,law,female,129000,25,northeast,False
5660,engineer,female,105000,27,northeast,False
5661,engineer,male,108000,32,southwest,False
5662,law,male,98000,39,southeast,False
5663,construction,male,110000,28,northeast,False
5664,law,male,126000,37,northeast,True
5665,construction,female,79000,47,midwest,True
5666,construction,male,93000,24,northwest,False
5667,construction,female,56000,35,southwest,True
5668,unemployed,female,111000,35,midwest,False
5669,health,female,111000,30,northwest,False
5670,unemployed,female,117000,20,central,False
5671,engineer,female,128000,31,southwest,False
5672,unemployed,female,69000,25,central,True
5673,engineer,male,81000,35,northeast,False
5674,engineer,female,79000,37,southwest,False
5675,construction,female,104000,43,southeast,False
5676,health,male,38000,32,midwest,False
5677,engineer,male,65000,33,northeast,True
5678,law,female,125000,43,midwest,False
5679,engineer,female,46000,45,midwest,False
5680,unemployed,male,90000,24,southwest,False
5681,unemployed,female,62000,47,northeast,True
5682,construction,male,31000,32,midwest,False
5683,law,male,122000,27,midwest,True
5684,unemployed,male,48000,26,northeast,True
5685,health,female,110000,25,southeast,False
5686,health,male,67000,45,northwest,False
5687,engineer,female,83000,36,central,False
5688,engineer,male,68000,29,midwest,False
5689,unemployed,male,87000,43,midwest,False
5690,health,female,108000,27,northeast,False
5691,construction,female,64000,41,northwest,False
5692,construction,female,114000,28,southwest,False
5693,unemployed,female,86000,28,central,True
5694,unemployed,female,57000,36,northeast,False
5695,unemployed,male,99000,27,central,False
5696,engineer,male,34000,40,central,True
5697,unemployed,female,89000,31,southeast,False
5698,engineer,female,94000,48,midwest,True
5699,unemployed,male,69000,49,northwest,False
5700,unemployed,female,54000,25,northwest,True
5701,law,female,56000,49,southwest,False
5702,construction,female,51000,44,central,False
5703,law,female,107000,20,southeast,False
5704,health,male,40000,41,midwest,False
5705,engineer,female,112000,40,midwest,True
5706,engineer,male,93000,29,southeast,False
5707,construction,female,58000,47,southeast,True
5708,unemployed,male,129000,34,southwest,False
5709,engineer,male,93000,32,midwest,False
5710,health,female,31000,31,midwest,False
5711,health,female,54000,46,central,True
5712,unemployed,male,37000,23,northwest,False
5713,construction,female,66000,21,central,False
5714,engineer,male,93000,41,southeast,True
5715,unemployed,male,90000,43,northeast,True
5716,law,male,111000,40,midwest,False
5717,unemployed,female,75000,34,central,False
5718,law,male,82000,22,southwest,True
5719,health,female,36000,42,midwest,False
5720,construction,female,52000,46,central,False
5721,law,female,58000,44,northwest,True
5722,engineer,female,100000,28,southwest,False
5723,law,female,110000,45,northeast,False
5724,engineer,male,46000,48,midwest,False
5725,law,female,106000,22,southwest,True
5726,law,female,127000,48,central,True
5727,unemployed,female,126000,47,midwest,False
5728,unemployed,female,122000,45,southwest,True
5729,law,male,119000,45,northeast,False
5730,engineer,female,72000,33,northeast,True
5731,law,male,115000,26,northwest,False
5732,engineer,male,111000,36,midwest,True
5733,unemployed,male,81000,33,northeast,False
5734,unemployed,female,48000,48,northeast,True
5735,construction,female,102000,40,midwest,False
5736,engineer,female,109000,27,northwest,False
5737,unemployed,male,109000,22,northeast,False
5738,engineer,female,127000,27,southeast,False
5739,health,male,114000,49,northwest,True
5740,law,male,34000,49,southwest,False
5741,engineer,female,93000,29,northeast,False
5742,unemployed,male,90000,32,southeast,False
5743,unemployed,male,42000,23,midwest,True
5744,unemployed,female,85000,42,northwest,True
5745,health,male,78000,49,northwest,True
5746,engineer,female,106000,41,midwest,False
5747,construction,female,83000,29,southwest,False
5748,engineer,male,79000,44,central,True
5749,engineer,male,91000,30,southeast,False
5750,law,female,38000,42,central,False
5751,construction,female,76000,23,southwest,False
5752,engineer,female,66000,25,central,False
5753,construction,male,50000,47,southwest,False
5754,construction,male,108000,35,southeast,True
5755,unemployed,female,59000,48,midwest,True
5756,health,female,43000,35,northeast,False
5757,unemployed,male,100000,32,central,False
5758,unemployed,male,67000,33,central,False
5759,law,female,64000,41,northwest,False
5760,unemployed,male,65000,40,southeast,True
5761,engineer,female,116000,23,southwest,False
5762,construction,male,125000,48,northwest,False
5763,engineer,female,101000,32,northeast,False
5764,construction,male,100000,32,northeast,True
5765,unemployed,female,104000,33,southeast,False
5766,unemployed,male,49000,48,northeast,True
5767,engineer,male,112000,25,northeast,False
5768,construction,male,104000,39,midwest,False
5769,law,male,54000,48,southeast,False
5770,law,female,51000,33,midwest,False
5771,construction,female,94000,43,northeast,True
5772,law,female,110000,32,northwest,False
5773,engineer,male,99000,26,central,False
5774,engineer,female,44000,38,midwest,False
5775,unemployed,female,100000,36,central,False
5776,unemployed,female,106000,41,central,True
5777,unemployed,male,60000,37,southwest,True
5778,health,female,127000,44,northwest,True
5779,unemployed,female,79000,31,northeast,False
5780,construction,male,121000,36,southeast,True
5781,construction,female,80000,37,southwest,False
5782,construction,male,68000,44,central,True
5783,unemployed,male,128000,30,midwest,False
5784,engineer,male,79000,35,southwest,False
5785,law,female,109000,30,southwest,False
5786,engineer,male,108000,46,northeast,False
5787,engineer,female,116000,21,northeast,False
5788,law,male,99000,26,central,False
5789,law,female,36000,43,southwest,False
5790,unemployed,female,78000,43,central,True
5791,construction,male,104000,48,northwest,True
5792,engineer,female,46000,49,southeast,False
5793,health,male,101000,49,southwest,False
5794,engineer,female,84000,23,northeast,False
5795,construction,female,68000,30,northwest,True
5796,engineer,male,40000,23,southeast,True
5797,law,male,101000,48,southeast,True
5798,health,male,75000,22,northwest,False
5799,unemployed,male,66000,38,midwest,True
5800,unemployed,female,71000,22,central,False
5801,law,male,51000,44,northwest,True
5802,construction,female,108000,30,northeast,False
5803,engineer,female,105000,35,northeast,False
5804,engineer,female,109000,38,northeast,False
5805,engineer,male,59000,25,northwest,False
5806,health,male,62000,26,northwest,False
5807,law,male,48000,31,central,False
5808,unemployed,male,89000,32,northwest,False
5809,law,male,122000,40,northwest,False
5810,unemployed,female,62000,22,central,False
5811,engineer,male,31000,44,southeast,False
5812,engineer,male,92000,37,southwest,True
5813,unemployed,female,102000,38,southeast,False
5814,health,male,35000,37,central,False
5815,unemployed,male,60000,49,northwest,False
5816,law,male,41000,28,southeast,False
5817,engineer,male,39000,34,midwest,False
5818,unemployed,female,91000,37,northeast,True
5819,unemployed,female,76000,44,southwest,False
5820,construction,male,99000,49,central,False
5821,law,female,80000,21,midwest,True
5822,engineer,female,119000,44,southwest,True
5823,unemployed,male,101000,32,midwest,True
5824,construction,male,63000,49,southwest,False
5825,engineer,female,37000,42,southeast,False
5826,health,female,114000,20,northwest,False
5827,construction,female,114000,28,northeast,False
5828,engineer,male,111000,40,southwest,True
5829,construction,female,73000,32,northwest,False
5830,engineer,female,71000,22,midwest,False
5831,construction,female,107000,24,central,True
5832,engineer,male,92000,31,central,True
5833,health,female,67000,45,northeast,True
5834,law,male,53000,50,southwest,False
5835,law,male,123000,30,midwest,True
5836,engineer,male,111000,44,central,False
5837,health,female,109000,36,midwest,False
5838,unemployed,male,67000,30,southwest,False
5839,engineer,female,79000,34,northeast,False
5840,law,female,77000,23,central,False
5841,unemployed,female,71000,34,central,False
5842,unemployed,female,51000,49,central,False
5843,unemployed,female,130000,45,northwest,False
5844,engineer,male,70000,30,central,True
5845,health,male,38000,48,southwest,False
5846,unemployed,female,94000,43,central,False
5847,law,male,54000,39,northwest,False
5848,unemployed,female,96000,47,southeast,False
5849,law,female,71000,35,central,False
5850,construction,female,60000,49,central,False
5851,law,male,86000,44,southeast,True
5852,law,male,126000,49,central,False
5853,law,male,65000,22,southeast,True
5854,engineer,male,73000,35,central,False
5855,engineer,female,64000,35,northwest,True
5856,engineer,female,110000,21,central,False
5857,law,male,127000,31,central,True
5858,engineer,male,44000,21,southwest,True
5859,engineer,male,35000,29,midwest,False
5860,law,male,103000,49,central,True
5861,construction,female,88000,22,northwest,False
5862,health,male,61000,49,southwest,True
5863,unemployed,male,43000,49,northwest,True
5864,engineer,male,94000,24,northeast,False
5865,construction,male,112000,22,northeast,False
5866,engineer,female,44000,40,southeast,True
5867,construction,female,53000,39,central,False
5868,health,female,64000,27,midwest,True
5869,unemployed,male,84000,23,southeast,False
5870,engineer,female,62000,41,southeast,False
5871,construction,male,128000,48,midwest,False
5872,unemployed,female,117000,31,northeast,False
5873,construction,female,107000,24,southwest,False
5874,unemployed,male,77000,27,southeast,False
5875,unemployed,male,99000,27,central,False
5876,engineer,male,106000,45,northwest,True
5877,engineer,male,89000,36,central,True
5878,law,female,117000,35,central,False
5879,engineer,male,96000,46,southwest,False
5880,engineer,male,50000,37,central,True
5881,law,female,31000,42,midwest,False
5882,engineer,female,78000,45,northwest,True
5883,engineer,male,88000,21,northwest,False
5884,health,male,71000,29,northeast,False
5885,engineer,female,106000,23,central,False
5886,unemployed,female,69000,39,southeast,False
5887,unemployed,male,120000,45,southwest,True
5888,unemployed,male,74000,23,midwest,False
5889,law,male,51000,36,southeast,False
5890,engineer,male,129000,47,midwest,False
5891,engineer,female,116000,45,midwest,False
5892,engineer,male,40000,43,midwest,True
5893,law,female,89000,40,southwest,False
5894,engineer,female,57000,35,northwest,False
5895,engineer,female,111000,24,southeast,False
5896,construction,female,77000,35,midwest,False
5897,engineer,male,111000,27,midwest,True
5898,law,female,103000,40,central,True
5899,engineer,female,47000,42,northeast,False
5900,unemployed,male,73000,21,southwest,False
5901,construction,female,86000,40,southeast,False
5902,construction,male,83000,47,southwest,True
5903,engineer,female,55000,43,southwest,False
5904,law,male,41000,21,southwest,False
5905,law,male,33000,29,northeast,True
5906,engineer,female,63000,27,midwest,False
5907,health,male,103000,47,midwest,True
5908,engineer,male,62000,20,midwest,False
5909,health,male,118000,21,northwest,True
5910,construction,male,122000,30,northwest,False
5911,health,female,55000,29,midwest,False
5912,health,female,79000,48,midwest,True
5913,law,female,41000,45,southwest,False
5914,construction,female,77000,34,midwest,True
5915,health,male,120000,46,southeast,False
5916,construction,female,85000,35,southwest,False
5917,engineer,male,63000,41,northwest,True
5918,law,male,34000,42,central,True
5919,unemployed,male,121000,22,central,False
5920,construction,female,60000,32,southeast,True
5921,construction,female,55000,27,northeast,False
5922,construction,male,53000,36,northeast,False
5923,unemployed,female,37000,40,central,False
5924,unemployed,female,69000,36,southwest,False
5925,law,male,104000,29,southeast,False
5926,construction,male,41000,45,southeast,False
5927,construction,male,45000,37,central,False
5928,construction,male,52000,26,northwest,True
5929,unemployed,male,128000,39,southwest,False
5930,engineer,male,101000,34,northwest,False
5931,engineer,male,93000,37,northeast,True
5932,health,male,104000,35,central,False
5933,engineer,female,53000,42,midwest,False
5934,law,female,64000,48,midwest,False
5935,unemployed,male,68000,39,northwest,False
5936,engineer,male,38000,44,midwest,False
5937,construction,male,119000,25,southwest,False
5938,health,female,98000,25,central,False
5939,construction,male,105000,33,central,True
5940,engineer,female,64000,38,midwest,False
5941,law,female,124000,30,central,False
5942,health,female,30000,44,midwest,True
5943,law,female,60000,41,southeast,False
5944,engineer,female,107000,31,southeast,False
5945,health,male,67000,45,northeast,True
5946,construction,female,31000,40,northeast,False
5947,unemployed,male,123000,40,northeast,False
5948,unemployed,male,113000,46,southeast,False
5949,engineer,female,128000,24,northwest,False
5950,law,female,121000,39,northwest,False
5951,engineer,male,40000,41,northwest,False
5952,unemployed,male,112000,49,central,True
5953,engineer,male,42000,41,central,True
5954,law,female,122000,41,midwest,False
5955,engineer,male,88000,39,central,False
5956,construction,female,108000,31,southwest,False
5957,unemployed,male,119000,39,northeast,True
5958,engineer,female,43000,48,central,True
5959,construction,male,34000,35,midwest,True
5960,engineer,male,108000,32,midwest,True
5961,construction,female,36000,33,central,True
5962,construction,female,53000,44,southwest,True
5963,law,female,76000,47,northwest,True
5964,engineer,male,127000,22,northeast,False
5965,health,male,65000,44,northeast,False
5966,construction,male,85000,28,northeast,True
5967,health,female,81000,38,southeast,False
5968,construction,male,90000,36,northwest,True
5969,engineer,female,94000,44,southwest,False
5970,unemployed,female,93000,45,southwest,True
5971,unemployed,female,127000,27,southeast,True
5972,engineer,male,114000,44,southwest,False
5973,engineer,male,116000,28,central,False
5974,health,female,98000,42,central,False
5975,unemployed,female,32000,21,central,False
5976,unemployed,female,76000,26,southeast,False
5977,construction,male,56000,45,southeast,True
5978,construction,male,46000,34,northeast,False
5979,engineer,male,48000,28,midwest,True
5980,construction,male,33000,37,northeast,False
5981,unemployed,female,85000,41,midwest,False
5982,construction,male,56000,49,northwest,True
5983,engineer,female,125000,39,central,False
5984,law,female,65000,35,midwest,False
5985,unemployed,male,129000,41,northeast,False
5986,law,female,128000,34,northeast,False
5987,construction,female,62000,42,northwest,False
5988,unemployed,male,94000,40,midwest,True
5989,engineer,female,113000,40,southwest,False
5990,engineer,male,42000,41,southwest,True
5991,health,male,92000,30,southeast,True
5992,law,female,80000,49,northwest,True
5993,unemployed,male,87000,35,southeast,False
5994,construction,male,49000,20,northwest,False
5995,law,male,43000,39,northwest,True
5996,construction,female,112000,39,southwest,False
5997,engineer,male,43000,30,central,False
5998,engineer,male,44000,29,northeast,False
5999,health,female,34000,27,central,True
6000,unemployed,female,64000,32,southeast,False
6001,construction,female,54000,35,midwest,False
6002,law,female,55000,27,southeast,False
6003,law,female,116000,26,northwest,False
6004,construction,female,61000,35,northwest,False
6005,health,female,102000,29,midwest,False
6006,unemployed,female,80000,42,southeast,False
6007,law,male,43000,27,northeast,True
6008,engineer,female,127000,22,northwest,True
6009,unemployed,female,75000,38,midwest,True
6010,engineer,male,60000,44,central,False
6011,health,female,128000,31,southeast,True
6012,law,male,102000,48,southeast,False
6013,unemployed,male,96000,28,southwest,False
6014,law,male,101000,42,southeast,False
6015,law,female,121000,36,southeast,False
6016,law,female,35000,25,southwest,False
6017,law,female,72000,37,midwest,False
6018,construction,female,61000,45,southeast,True
6019,unemployed,female,130000,47,central,True
6020,engineer,female,52000,32,midwest,False
6021,unemployed,female,121000,46,southeast,False
6022,unemployed,male,36000,32,central,False
6023,unemployed,male,68000,48,northwest,True
6024,law,male,36000,39,southeast,False
6025,law,male,103000,34,central,True
6026,engineer,male,53000,37,central,False
6027,law,male,79000,45,northwest,False
6028,engineer,female,66000,41,southeast,False
6029,unemployed,male,92000,38,northeast,True
6030,engineer,male,104000,32,midwest,False
6031,health,female,117000,49,northeast,True
6032,law,female,78000,45,central,False
6033,engineer,female,104000,41,central,True
6034,unemployed,female,90000,22,midwest,False
6035,unemployed,female,68000,37,central,True
6036,law,male,129000,33,southwest,True
6037,engineer,male,112000,37,northwest,True
6038,construction,male,110000,48,northwest,False
6039,engineer,male,102000,46,midwest,True
6040,unemployed,male,123000,46,northwest,False
6041,law,female,121000,41,northwest,True
6042,engineer,male,53000,42,central,True
6043,law,male,76000,40,central,False
6044,engineer,male,90000,27,midwest,False
6045,health,male,99000,50,central,False
6046,engineer,female,65000,23,midwest,False
6047,construction,female,128000,46,southwest,False
6048,unemployed,female,87000,21,southwest,True
6049,construction,male,114000,31,northeast,False
6050,engineer,male,54000,48,southwest,True
6051,unemployed,male,58000,42,northwest,True
6052,unemployed,female,79000,27,central,True
6053,construction,female,94000,29,central,False
6054,engineer,male,108000,33,southeast,False
6055,engineer,male,57000,39,northeast,True
6056,law,female,69000,31,northwest,False
6057,engineer,female,87000,41,midwest,False
6058,law,male,80000,40,southwest,False
6059,law,female,39000,32,northwest,False
6060,engineer,female,40000,33,southwest,True
6061,engineer,female,76000,36,midwest,False
6062,engineer,male,92000,26,northwest,True
6063,law,female,57000,21,southeast,False
6064,law,female,88000,42,southwest,False
6065,law,female,126000,22,northeast,True
6066,unemployed,male,90000,39,central,False
6067,law,male,68000,23,southeast,False
6068,construction,female,75000,45,southwest,False
6069,unemployed,male,34000,45,southeast,True
6070,health,male,93000,23,midwest,True
6071,unemployed,female,68000,37,northwest,False
6072,construction,male,124000,33,northwest,False
6073,construction,female,121000,25,midwest,False
6074,engineer,female,70000,29,northwest,True
6075,law,female,51000,25,northwest,False
6076,construction,female,81000,47,northeast,True
6077,health,female,112000,22,central,True
6078,engineer,female,52000,48,southeast,True
6079,unemployed,male,90000,27,northwest,False
6080,law,female,76000,34,southeast,True
6081,unemployed,male,31000,24,northeast,False
6082,engineer,female,52000,44,central,False
6083,law,male,113000,49,northwest,True
6084,law,female,124000,25,central,True
6085,construction,female,39000,47,southwest,True
6086,health,male,120000,41,central,True
6087,unemployed,male,123000,41,central,False
6088,unemployed,male,108000,42,midwest,False
6089,engineer,female,50000,40,midwest,False
6090,unemployed,male,122000,47,midwest,False
6091,engineer,male,101000,37,southeast,True
6092,health,male,46000,26,southeast,True
6093,law,male,58000,24,central,False
6094,health,male,85000,34,northeast,True
6095,law,female,32000,30,northwest,True
6096,law,female,111000,27,northeast,True
6097,engineer,female,120000,43,midwest,False
6098,engineer,male,93000,49,northeast,False
6099,engineer,female,101000,37,southeast,False
6100,unemployed,male,125000,36,northeast,True
6101,unemployed,male,116000,23,midwest,True
6102,law,female,102000,36,northeast,True
6103,engineer,female,125000,36,central,False
6104,construction,male,43000,41,central,True
6105,engineer,male,123000,23,central,False
6106,unemployed,female,36000,45,midwest,False
6107,unemployed,male,57000,37,midwest,False
6108,construction,male,83000,41,central,False
6109,law,male,33000,31,northeast,True
6110,law,male,62000,22,central,True
6111,health,female,31000,31,northeast,True
6112,engineer,female,50000,30,central,False
6113,health,female,39000,26,central,True
6114,law,male,118000,28,central,True
6115,construction,female,85000,35,northwest,False
6116,unemployed,female,95000,28,southwest,True
6117,construction,female,123000,40,central,False
6118,engineer,male,71000,31,northeast,True
6119,construction,female,129000,46,southeast,False
6120,law,male,117000,44,southeast,False
6121,engineer,male,32000,22,midwest,False
6122,construction,male,70000,25,southeast,True
6123,construction,male,79000,43,southwest,False
6124,law,male,85000,40,northeast,True
6125,engineer,female,42000,34,northeast,False
6126,health,male,109000,39,central,False
6127,engineer,female,97000,22,southwest,True
6128,engineer,female,74000,33,central,False
6129,construction,female,129000,24,southeast,False
6130,law,male,114000,42,southwest,False
6131,construction,male,76000,31,southwest,True
6132,law,male,41000,31,southwest,False
6133,health,male,63000,39,southeast,False
6134,construction,male,43000,23,northeast,True
6135,health,male,64000,26,midwest,False
6136,engineer,male,94000,40,southwest,True
6137,law,male,121000,31,southwest,False
6138,unemployed,female,122000,23,northwest,False
6139,health,male,94000,40,midwest,True
6140,engineer,male,85000,33,midwest,False
6141,health,female,83000,26,southwest,False
6142,construction,male,96000,39,northeast,False
6143,construction,female,32000,28,northwest,False
6144,engineer,female,106000,40,southeast,False
6145,construction,female,121000,22,northwest,False
6146,unemployed,male,123000,21,central,False
6147,law,female,58000,20,southwest,False
6148,unemployed,female,92000,40,southeast,False
6149,engineer,male,74000,31,midwest,True
6150,law,male,120000,36,southeast,False
6151,unemployed,male,59000,25,southwest,False
6152,law,female,70000,24,central,True
6153,construction,female,32000,46,northwest,True
6154,law,female,85000,38,southwest,False
6155,unemployed,male,44000,47,northeast,True
6156,engineer,female,62000,28,southeast,False
6157,unemployed,male,32000,29,midwest,False
6158,construction,female,114000,29,southwest,False
6159,health,male,119000,45,northwest,True
6160,law,male,92000,41,central,False
6161,construction,female,88000,48,midwest,True
6162,law,female,99000,39,midwest,False
6163,engineer,male,66000,48,southeast,False
6164,health,male,72000,42,central,False
6165,unemployed,male,72000,25,southwest,False
6166,law,female,84000,30,southwest,False
6167,engineer,female,72000,22,central,False
6168,law,female,126000,20,northeast,True
6169,engineer,female,124000,29,midwest,False
6170,engineer,male,82000,44,midwest,False
6171,engineer,male,83000,34,northwest,False
6172,engineer,male,121000,32,southwest,True
6173,engineer,female,53000,50,northwest,True
6174,health,male,130000,48,midwest,True
6175,health,female,58000,44,midwest,True
6176,health,male,37000,33,southwest,True
6177,health,male,77000,35,northeast,True
6178,construction,male,54000,30,northwest,False
6179,law,male,50000,47,central,False
6180,law,female,32000,43,southwest,True
6181,unemployed,male,63000,29,southwest,False
6182,unemployed,female,104000,24,southeast,False
6183,health,female,42000,36,southwest,False
6184,law,female,57000,34,central,False
6185,engineer,female,77000,22,northwest,False
6186,engineer,female,107000,41,midwest,True
6187,health,female,82000,24,northeast,True
6188,engineer,male,37000,23,northwest,False
6189,health,female,43000,42,northwest,True
6190,law,male,45000,44,central,False
6191,engineer,male,45000,31,southeast,True
6192,law,male,114000,28,midwest,True
6193,engineer,female,123000,48,northeast,False
6194,law,male,60000,27,northeast,True
6195,law,female,102000,23,midwest,True
6196,unemployed,female,81000,40,central,False
6197,engineer,male,128000,49,midwest,True
6198,health,male,44000,35,southwest,True
6199,construction,male,122000,27,southwest,False
6200,engineer,male,103000,34,northwest,True
6201,engineer,female,61000,39,midwest,True
6202,construction,male,127000,22,midwest,False
6203,engineer,male,103000,25,southwest,False
6204,health,female,64000,30,central,True
6205,engineer,male,69000,31,northwest,True
6206,construction,male,113000,26,northwest,True
6207,engineer,male,37000,21,southeast,False
6208,law,male,48000,31,southwest,True
6209,law,female,114000,45,midwest,False
6210,health,female,121000,45,northeast,True
6211,unemployed,male,59000,47,midwest,False
6212,health,male,128000,46,southwest,True
6213,engineer,female,79000,49,southeast,True
6214,unemployed,male,84000,40,central,False
6215,engineer,female,98000,37,central,False
6216,engineer,male,122000,46,southeast,True
6217,engineer,male,121000,23,midwest,False
6218,engineer,male,109000,39,central,True
6219,engineer,male,76000,23,southeast,True
6220,engineer,male,117000,36,northeast,False
6221,engineer,male,72000,41,northwest,True
6222,construction,male,55000,24,southeast,False
6223,health,male,101000,44,southwest,False
6224,law,female,55000,39,southeast,True
6225,engineer,female,109000,25,midwest,False
6226,construction,male,63000,31,southeast,False
6227,unemployed,male,99000,38,midwest,True
6228,construction,female,91000,37,midwest,False
6229,unemployed,male,94000,24,midwest,False
6230,construction,male,94000,42,midwest,False
6231,construction,female,55000,36,northeast,True
6232,unemployed,female,43000,35,northeast,True
6233,health,female,61000,30,southeast,False
6234,construction,female,128000,43,southeast,False
6235,unemployed,female,79000,42,midwest,True
6236,law,male,59000,41,northeast,False
6237,health,male,36000,27,northeast,False
6238,engineer,female,84000,26,midwest,False
6239,law,female,40000,30,southeast,False
6240,unemployed,male,62000,41,northwest,False
6241,law,female,30000,25,southwest,False
6242,engineer,male,114000,35,midwest,True
6243,construction,female,30000,50,southeast,False
6244,unemployed,male,84000,48,northwest,True
6245,unemployed,female,40000,28,southwest,False
6246,unemployed,female,74000,31,southeast,False
6247,law,female,102000,43,southwest,False
6248,health,male,118000,26,northwest,False
6249,health,male,112000,26,northeast,False
6250,construction,male,61000,49,southeast,False
6251,unemployed,female,73000,39,southeast,False
6252,construction,male,45000,35,southeast,False
6253,engineer,female,58000,26,midwest,True
6254,construction,female,114000,25,northwest,False
6255,engineer,male,55000,21,northeast,False
6256,law,male,106000,25,central,False
6257,law,male,57000,28,southeast,False
6258,law,female,67000,35,southwest,True
6259,engineer,female,111000,32,northwest,False
6260,unemployed,male,118000,39,central,False
6261,construction,male,115000,21,northwest,False
6262,health,female,82000,43,northeast,True
6263,unemployed,male,116000,31,midwest,True
6264,construction,female,110000,43,central,False
6265,engineer,male,93000,28,midwest,False
6266,health,male,48000,27,midwest,False
6267,engineer,female,74000,46,southeast,False
6268,engineer,male,45000,40,northwest,False
6269,unemployed,female,94000,31,midwest,True
6270,health,male,120000,44,central,False
6271,engineer,female,90000,32,southwest,False
6272,unemployed,male,111000,29,southwest,False
6273,engineer,male,67000,28,central,False
6274,engineer,female,50000,46,central,False
6275,health,female,105000,32,southwest,False
6276,engineer,male,34000,28,northwest,False
6277,health,male,82000,36,southwest,False
6278,health,female,93000,45,southeast,False
6279,engineer,female,60000,28,northeast,True
6280,unemployed,female,35000,28,southeast,False
6281,health,male,117000,43,southwest,False
6282,law,female,118000,44,northwest,True
6283,engineer,male,48000,49,southeast,True
6284,construction,male,68000,29,central,False
6285,construction,female,61000,33,central,True
6286,health,female,101000,27,central,False
6287,construction,male,78000,38,northeast,False
6288,construction,female,58000,49,southwest,False
6289,engineer,female,61000,26,midwest,False
6290,health,female,42000,21,northwest,True
6291,engineer,male,112000,36,southwest,False
6292,health,male,123000,38,southwest,False
6293,law,female,38000,47,southwest,True
6294,law,female,78000,29,midwest,False
6295,construction,female,57000,44,midwest,True
6296,construction,male,117000,37,northwest,True
6297,health,male,124000,48,northwest,True
6298,law,male,89000,44,southwest,False
6299,health,male,124000,43,midwest,False
6300,law,male,83000,35,central,False
6301,engineer,male,63000,24,southeast,True
6302,law,female,98000,34,central,False
6303,construction,female,85000,21,northwest,False
6304,unemployed,male,106000,45,southeast,False
6305,unemployed,male,96000,40,southwest,True
6306,law,female,47000,42,southeast,True
6307,construction,male,98000,46,southwest,False
6308,unemployed,male,103000,30,midwest,False
6309,engineer,female,46000,41,northeast,False
6310,engineer,female,51000,25,southeast,False
6311,engineer,female,127000,48,southwest,False
6312,engineer,male,128000,41,midwest,True
6313,construction,female,70000,24,southeast,False
6314,construction,male,106000,29,central,False
6315,health,female,73000,35,northwest,False
6316,unemployed,male,116000,36,southeast,True
6317,health,female,90000,37,central,True
6318,unemployed,female,122000,23,northwest,False
6319,unemployed,male,35000,31,northeast,True
6320,unemployed,female,92000,47,northeast,True
6321,health,male,125000,47,midwest,False
6322,unemployed,female,64000,45,southwest,False
6323,construction,male,111000,26,midwest,False
6324,engineer,male,102000,40,northeast,True
6325,engineer,female,36000,22,central,False
6326,construction,female,67000,27,southeast,True
6327,law,male,111000,48,midwest,False
6328,unemployed,female,49000,42,northeast,False
6329,health,male,108000,32,southeast,False
6330,construction,female,104000,30,northeast,False
6331,unemployed,female,100000,47,northwest,False
6332,engineer,male,72000,21,central,False
6333,engineer,male,34000,44,northeast,True
6334,construction,female,118000,22,southeast,False
6335,construction,male,102000,20,southeast,False
6336,construction,male,126000,31,northwest,False
6337,unemployed,female,101000,44,northwest,False
6338,unemployed,male,101000,35,southwest,True
6339,health,male,105000,47,southeast,True
6340,law,male,41000,23,northwest,True
6341,unemployed,male,112000,26,northwest,False
6342,construction,female,73000,44,southeast,False
6343,unemployed,female,72000,27,northeast,False
6344,engineer,male,33000,34,northeast,True
6345,law,female,120000,30,central,False
6346,engineer,male,114000,36,central,True
6347,construction,female,77000,32,southeast,True
6348,construction,male,127000,34,central,True
6349,engineer,male,119000,22,midwest,False
6350,health,female,89000,27,northeast,False
6351,construction,female,67000,49,northeast,True
6352,engineer,female,102000,34,southwest,False
6353,health,female,128000,27,southeast,False
6354,law,male,93000,44,central,True
6355,engineer,female,63000,31,midwest,False
6356,construction,male,109000,45,southwest,True
6357,unemployed,male,86000,49,southwest,False
6358,construction,female,89000,49,northeast,False
6359,engineer,male,37000,31,northeast,True
6360,health,male,53000,20,northeast,True
6361,unemployed,female,34000,28,northeast,True
6362,construction,male,75000,41,northeast,False
6363,law,female,66000,48,northwest,False
